"Image type","Feature Class","Feature Name","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_203","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_204","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_205","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_206","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_208","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_209","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_211","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_212","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_215","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_226","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7001","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7003","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7005","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7006","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7007","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7008","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7009","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7010","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7015"
"diagnostics","Mask-interpolated","Maximum","101.0","100.0","93.0","95.0","99.0","104.0","98.0","108.0","81.0","98.0","96.0","96.0","93.0","87.0","88.0","95.0","89.0","88.0","89.0"
"original","shape","Elongation","0.2739400135653957","0.2146661762306464","0.28265982132394063","0.442865753725843","0.35088219486575933","0.40375537331373956","0.311665672227436","0.41081587421803767","0.3696452839349114","0.3693374018792201","0.6483091040726613","0.465520728937085","0.640221237808608","0.11912170744881233","0.2900024503655006","0.5446333168145443","0.7765705676130977","0.37303366172050667","0.6800422923884805"
"original","shape","Flatness","0.12686110320743776","0.080244274270498","0.08005584824882851","0.1559502912377011","0.11922852043315336","0.13888594685583788","0.2064929824398865","0.07542824424532514","0.07449604900149169","0.2717601216718439","0.4904961824936922","0.3851496638713052","0.284135143363892","0.03914691847776192","0.17029255379587221","0.37065182269623","0.44244408696044285","0.16551019111151197","0.14718404100743773"
"original","shape","LeastAxisLength","1.9556903803937216","2.984424007810738","3.1600958358773332","5.789802882786568","3.6384712715488843","4.347004386025232","2.4855806639246905","1.4179923296470907","2.890229015655909","5.386961470938513","6.817555201173972","5.893043975974742","2.2664514494054537","0.6152378892493015","1.8859752230957956","4.294986822979755","4.8983929063800415","1.4087010514233702","1.5865291601282596"
"original","shape","MajorAxisLength","15.415996952161622","37.1917377899194","39.4736412767143","37.12595107604954","30.516786238145336","31.299094576770802","12.0371192984647","18.799222278529626","38.79707789064137","19.82248697048857","13.899303286140553","15.300659792199268","7.976667097821153","15.716125640867437","11.074913030880335","11.587658713605569","11.071213404684935","8.511264726135579","10.779220011007084"
"original","shape","Maximum2DDiameterColumn","8.246211251235321","32.2490309931942","32.0624390837628","24.839484696748443","26.68332812825267","29.274562336608895","11.704699910719626","20.024984394500787","31.25699921617557","17.46424919657298","15.231546211727817","15.620499351813308","6.082762530298219","2.23606797749979","4.47213595499958","13.601470508735444","13.416407864998739","8.06225774829855","9.433981132056603"
"original","shape","Maximum2DDiameterRow","12.649110640673518","32.14031735997639","35.12833614050059","30.805843601498726","26.1725046566048","28.071337695236398","7.0","20.024984394500787","29.068883707497267","9.486832980505138","15.811388300841896","11.045361017187261","6.082762530298219","7.211102550927978","7.211102550927978","10.44030650891055","13.152946437965905","3.605551275463989","8.06225774829855"
"original","shape","Maximum2DDiameterSlice","5.385164807134504","8.06225774829855","10.770329614269007","19.1049731745428","12.041594578792296","15.0","5.0990195135927845","8.06225774829855","11.180339887498949","19.924858845171276","12.083045973594572","11.704699910719626","8.06225774829855","2.0","3.1622776601683795","9.433981132056603","11.180339887498949","7.0","10.44030650891055"
"original","shape","Maximum3DDiameter","14.177446878757825","32.817678162843876","35.369478367654786","36.91882988394946","27.730849247724095","29.274562336608895","12.569805089976535","21.047565179849187","32.264531609803356","25.019992006393608","16.911534525287763","16.431676725154983","9.797958971132712","9.899494936611665","9.0","13.601470508735444","13.490737563232042","8.306623862918075","11.575836902790225"
"original","shape","MeshVolume","34.333333333333336","276.625","334.1666666666667","655.6666666666666","193.75","531.9166666666666","55.291666666666664","54.166666666666664","12.583333333333334","436.875","523.875","328.4166666666667","24.625","1.75","5.916666666666667","188.66666666666666","141.75","18.083333333333332","12.916666666666666"
"original","shape","MinorAxisLength","4.223058414199254","7.98380813873483","11.157612390281392","16.441812306083452","10.707796935489633","12.637177615226136","3.7515568778378436","7.72301893497336","14.341156872731002","7.321185836464941","9.011044860671978","7.122774299682951","5.1068316829542555","1.872131720820189","3.21175191654011","6.311024999305956","8.597578477841916","3.1749882466629407","7.330325486445038"
"original","shape","Sphericity","0.48815843403332076","0.4153209027138393","0.3869909679615041","0.3969436883586305","0.3269068658940293","0.4485279043539401","0.6018321003504806","0.3832545588507224","0.30525832170565975","0.5878145645186732","0.7080152638990506","0.6660092911826103","0.5833447786110227","0.6528798208217866","0.3849877705452078","0.7228121318223968","0.5208999756391783","0.6128271429890101","0.37074891320072667"
"original","shape","SurfaceArea","104.64873285308859","494.34250407156384","601.7628594983169","919.4835427699063","495.3223103474331","707.8214557643549","116.6223791434415","180.6417791614914","85.70649730131399","473.6765780645992","443.87425163186606","345.63732010714494","70.16862542939627","10.7566303550217","41.091808824018585","220.08417138452995","252.39369348731728","54.366552014297135","71.8077313225613"
"original","shape","SurfaceVolumeRatio","3.0480213452355898","1.7870492691244966","1.800786611965038","1.4023643255260392","2.5565022469544934","1.3306999011706502","2.1092216273116775","3.3349251537506106","6.811112368316343","1.0842382330520153","0.8472903872715172","1.0524353822090178","2.849487327082082","6.146645917155257","6.945094449129901","1.1665238765964485","1.780555156877018","3.006445272680026","5.559308231424101"
"original","shape","VoxelVolume","46.0","302.0","365.0","692.0","247.0","571.0","64.0","76.0","38.0","461.0","544.0","341.0","32.0","5.0","17.0","203.0","160.0","23.0","29.0"
"original","firstorder","10Percentile","71.0","73.0","70.0","70.0","70.0","72.0","70.0","86.5","60.0","68.0","69.0","70.0","77.0","75.4","77.4","72.0","69.0","68.2","72.0"
"original","firstorder","90Percentile","92.0","89.90000000000003","85.0","85.0","88.4","88.0","85.0","104.5","78.60000000000001","88.0","86.0","84.0","88.0","85.80000000000001","85.0","85.0","84.0","84.8","84.0"
"original","firstorder","Energy","310472.0","2046341.0","2217650.0","4140675.0","1588014.0","3647336.0","395032.0","704513.0","190437.0","2899190.0","3267836.0","2032604.0","215163.0","32915.0","111378.0","1241842.0","945906.0","145324.0","182131.0"
"original","firstorder","Entropy","0.8116103358772044","0.5954888820395339","0.8271595195340519","0.8784461678792782","0.7424875695421227","0.759839955972759","0.8112781244591322","0.8680403986166396","0.8314743880097286","0.8069521498448752","0.9081783472997045","0.9192702509308632","0.44886448872302875","-3.203426503814917e-16","0.3227569588973976","0.8283773572529998","0.916198397157535","0.6665783579949198","0.6631968402398281"
"original","firstorder","InterquartileRange","12.5","9.0","7.0","6.0","9.0","8.0","8.25","10.0","7.5","10.0","8.0","7.0","7.25","8.0","4.0","7.0","7.0","7.0","6.0"
"original","firstorder","Kurtosis","2.334206450446021","3.2005357768930915","4.497850447383416","3.3328132601526956","2.7234781656740563","3.590122747859263","3.558808993024514","2.3452418216585382","2.5957778744381614","3.0605830353103802","3.1000629769233368","3.196406255880758","2.4277082832726085","1.3694214876033057","9.149576311041198","3.9883129494316725","2.5737201457807415","3.1625313544944045","4.174206029436762"
"original","firstorder","Maximum","101.0","100.0","93.0","95.0","99.0","104.0","98.0","108.0","81.0","98.0","96.0","96.0","93.0","87.0","88.0","95.0","89.0","88.0","89.0"
"original","firstorder","MeanAbsoluteDeviation","6.9659735349716465","5.398381649927634","4.594347907674986","4.230499682582111","5.4711272107393984","5.116706181124459","4.7265625","5.248268698060942","5.131578947368421","6.065979362039515","5.113321799307959","4.466318659110259","4.208984375","4.4","3.792387543252596","4.613458225144993","4.189375","5.020793950850661","3.9928656361474433"
"original","firstorder","Mean","81.73913043478261","82.04304635761589","77.7095890410959","77.15751445086705","79.89473684210526","79.64973730297723","78.3125","96.0657894736842","70.5","78.9240780911063","77.23529411764706","76.99706744868035","81.84375","81.0","80.70588235294117","77.98029556650246","76.7125","79.21739130434783","79.06896551724138"
"original","firstorder","Median","81.0","83.0","78.0","77.0","80.0","79.0","78.0","97.0","71.0","79.0","77.0","77.0","81.0","83.0","81.0","79.0","77.0","80.0","80.0"
"original","firstorder","Minimum","66.0","62.0","53.0","58.0","62.0","58.0","65.0","81.0","56.0","54.0","53.0","60.0","73.0","75.0","59.0","58.0","63.0","64.0","63.0"
"original","firstorder","Range","35.0","38.0","40.0","37.0","37.0","46.0","33.0","27.0","25.0","44.0","43.0","36.0","20.0","12.0","29.0","37.0","26.0","24.0","26.0"
"original","firstorder","RobustMeanAbsoluteDeviation","5.074074074074073","3.8575651706530505","3.200181786703601","3.0990576477303167","3.984257815400609","3.6056199445983386","3.2524029903880387","3.773888888888889","3.978515625","4.332613330143742","3.7067036990279005","3.145385849593706","3.088757396449705","3.3333333333333335","2.0","3.0881171921475308","3.363697531183686","2.782006920415225","2.841600000000001"
"original","firstorder","RootMeanSquared","82.15467913848745","82.31624126597947","77.94711941218569","77.35395525158093","80.18233270323827","79.92264210811074","78.56446397704245","96.28036089845551","70.79194869474918","79.30268218226618","77.50517060550371","77.20567040394116","81.99904725056261","81.13568881817667","80.94224520498261","78.21411813644688","76.88896214672168","79.48858271858101","79.24884422087699"
"original","firstorder","Skewness","0.07374478615472994","-0.4095669333988571","-0.5337363777230798","-0.022373027482047437","-0.07168401488730769","0.15574956317162306","0.27264876938307","-0.27373830733861243","-0.48721369328386216","-0.4559643936300115","-0.18364855811148986","0.2519053644490727","0.3473941632298482","-0.17443694974549945","-2.4213491752914775","-0.4742743452721537","0.018968279591053537","-1.071530863732383","-0.8211294051322853"
"original","firstorder","TotalEnergy","310472.0","2046341.0","2217650.0","4140675.0","1588014.0","3647336.0","395032.0","704513.0","190437.0","2899190.0","3267836.0","2032604.0","215163.0","32915.0","111378.0","1241842.0","945906.0","145324.0","182131.0"
"original","firstorder","Uniformity","0.6776937618147447","0.764462084996272","0.6149371364233439","0.5818604029536569","0.6675900277008311","0.6762615744645611","0.625","0.5886426592797784","0.6121883656509695","0.6277262011754132","0.5622837370242215","0.5549057885639098","0.830078125","1.0","0.8892733564013842","0.6141619549127617","0.5569531249999999","0.7126654064272211","0.7146254458977408"
"original","firstorder","Variance","68.10586011342156","44.90212052102979","36.973195721523744","30.352356827825858","46.03750266354145","43.548069107872934","39.52734375","41.271987534626035","41.25","59.90529877047445","41.76081314878893","32.1671468253627","25.4443359375","22.0","38.20761245674741","36.521779222985266","27.104843750000004","43.03969754253309","28.478002378121282"
"original","glcm","Autocorrelation","3.385973013253318","3.563293177365251","3.070486749759557","2.917979173129484","3.181998530446492","3.2956432356019096","3.043550899171115","1.4809443007308862","1.475","3.183863070015316","2.8616845576275645","2.809650626337606","3.728777205700283","1.0","3.8600000000000003","3.1892655033871127","2.7599677634882798","3.738553113553114","3.394949494949495"
"original","glcm","ClusterProminence","0.368687360438118","0.289303289486208","0.45135974564994774","0.5015359289407582","0.46327232496471943","0.4859150544322064","0.3250619972103314","0.23257769554319407","0.10497594762731481","0.5351847132976386","0.6539419889320628","0.6140828152702529","0.09230949004421604","0.0","0.01457000000000001","0.5929134243605019","0.4757592965024998","0.20858797919131083","0.3956742494651837"
"original","glcm","ClusterShade","-0.15609420475445676","-0.18380450628455164","-0.23038026673220807","-0.2199611196756724","-0.2593661618379289","-0.22940641370560538","-0.15402277958655447","0.10851184761180759","0.052734375000000014","-0.30110199401264737","-0.2816281607999256","-0.2423218682789457","-0.07911658021914225","0.0","-0.009600000000000017","-0.33390438104640874","-0.1577870831356097","-0.1271751343439741","-0.1561232898312789"
"original","glcm","ClusterTendency","0.32035885678407855","0.22968596979029446","0.4090964838826767","0.459076185341211","0.38330605522251116","0.36805246693610216","0.3532308868679156","0.25904508110162555","0.16163194444444445","0.41546891806129777","0.5635861654126602","0.5506720611608839","0.11495823869495071","0.0","0.040999999999999995","0.43797467124123823","0.465885830338579","0.14547054576816482","0.34183042546678905"
"original","glcm","Contrast","0.30671126523710474","0.197343033976768","0.34346240720360854","0.37705719119233366","0.30583035132381053","0.3080681730627184","0.39815752705755075","0.3197034954656906","0.4375","0.2819547965962613","0.31604711925946216","0.34526017624677413","0.1292011407396023","0.0","0.06999999999999999","0.2622551599349582","0.43169719144833985","0.09065934065934064","0.1525252525252525"
"original","glcm","Correlation","0.0367655866877183","0.07451457518731382","0.08365232994382815","0.09914578472252905","0.1181464551720337","0.09705741611462361","-0.057487694243737855","0.08227347467246386","-0.10736263736263707","0.19051694843755407","0.28188313424942335","0.22905033119313942","0.27314504250330074","1.0","0.7555555555555556","0.24918046066923033","0.03782505350254167","0.6243525705064166","0.2462962962962959"
"original","glcm","DifferenceAverage","0.30671126523710474","0.197343033976768","0.34346240720360854","0.37705719119233366","0.30583035132381053","0.30179063820766105","0.39815752705755075","0.3197034954656906","0.4375","0.2819547965962613","0.31604711925946216","0.34526017624677413","0.1292011407396023","0.0","0.06999999999999999","0.2622551599349582","0.43169719144833985","0.09065934065934064","0.1525252525252525"
"original","glcm","DifferenceEntropy","0.8148111944001234","0.7101182404984756","0.9192272046442429","0.947194582027242","0.8700455571459481","0.8816746942197317","0.9507780176020972","0.6430181501898201","0.5413581919952205","0.8461650864156549","0.8934900991445095","0.9185796934612847","0.4593828288075372","-3.203426503814917e-16","0.17219280948873583","0.8185006809163009","0.9451569843856743","0.3069109450281583","0.5076984099113754"
"original","glcm","DifferenceVariance","0.19231047878481128","0.15700746581395622","0.2227873941398675","0.23208855458897198","0.20712247569697823","0.21127693223360552","0.2332581952940809","0.15285525238395156","0.13038194444444445","0.19912516188407342","0.21421960846127133","0.22260981375925318","0.10071322444993645","0.0","0.041","0.19045720363834012","0.2317510223090957","0.06724167587262825","0.11516375880012243"
"original","glcm","Id","0.8466443673814475","0.901328483011616","0.828268796398196","0.8114714044038333","0.8470848243380946","0.8501509367053456","0.8009212364712245","0.8401482522671547","0.78125","0.8590226017018693","0.8419764403702689","0.8273699118766129","0.935399429630199","1.0","0.9650000000000001","0.868872420032521","0.7841514042758301","0.9546703296703296","0.9237373737373739"
"original","glcm","Idm","0.8466443673814475","0.901328483011616","0.828268796398196","0.8114714044038333","0.8470848243380946","0.8497324343816752","0.8009212364712245","0.8401482522671547","0.78125","0.8590226017018693","0.8419764403702689","0.8273699118766129","0.935399429630199","1.0","0.9650000000000001","0.868872420032521","0.7841514042758301","0.9546703296703296","0.9237373737373739"
"original","glcm","Idmn","0.9693288734762894","0.9802656966023231","0.9313075185592783","0.9245885617615333","0.938833929735238","0.969482915071654","0.9203684945884897","0.9360593009068618","0.9125","0.9436090406807478","0.9367905761481075","0.9309479647506452","0.9741597718520796","1.0","0.9860000000000001","0.9475489680130085","0.9136605617103319","0.9818681318681318","0.9694949494949495"
"original","glcm","Idn","0.9233221836907237","0.9506642415058081","0.8855125309321304","0.8743142696025553","0.8980565495587298","0.9248662171908376","0.8672808243141498","0.8934321681781031","0.8541666666666666","0.9060150678012462","0.894650960246846","0.8849132745844087","0.9569329530867994","1.0","0.9766666666666666","0.912581613355014","0.8561009361838866","0.9697802197802198","0.9491582491582492"
"original","glcm","Imc1","-0.14438720219067133","-0.02824079800311744","-0.02213287491750715","-0.018973973345904976","-0.039363233462091064","-0.0478121975458444","-0.03770483495379733","-0.12799614762435654","-0.2728520030725703","-0.054499190768516156","-0.06869717030952181","-0.053764969924672265","-0.03607491124921683","0.0","-0.01853156253129205","-0.07317293493347655","-0.05381775741958244","-0.06714341008923991","-0.36214580963517445"
"original","glcm","Imc2","0.39196201141916187","0.14786743519550413","0.14548366384465575","0.13889855199701656","0.17067478097989852","0.20920904454915473","0.19055639479994882","0.2709859853347421","0.4197493869764548","0.24061342951925915","0.3224068297548411","0.2658569182337728","0.13940547039904105","0.0","0.06440518647419952","0.2723222760456677","0.24488125241462758","0.16919606169398926","0.4217398041278691"
"original","glcm","InverseVariance","0.30671126523710474","0.197343033976768","0.34346240720360854","0.37705719119233366","0.30583035132381053","0.2962977952094859","0.39815752705755075","0.3197034954656906","0.4375","0.2819547965962613","0.31604711925946216","0.34526017624677413","0.1292011407396023","0.0","0.06999999999999999","0.2622551599349582","0.43169719144833985","0.09065934065934064","0.1525252525252525"
"original","glcm","JointAverage","1.8387503383335724","1.8854523293595213","1.747405984453787","1.7021692562418833","1.7783045687027992","1.8111993281000052","1.7475432208999635","1.213598682821244","1.23125","1.774946822771149","1.6732360390857652","1.6607602381536641","1.9311259253566944","1.0","1.9649999999999999","1.7734643611181975","1.6586054530708163","1.927960927960928","1.8237373737373739"
"original","glcm","JointEnergy","0.5030663337935479","0.6310908779122251","0.4009331603169899","0.3498447571442558","0.4483093210298609","0.46780043301932756","0.391047597743186","0.5577704593323903","0.5700520833333333","0.452162980787147","0.34596374920266754","0.32942406753691783","0.777207085832787","1.0","0.9035","0.45942788077356156","0.3194574667974448","0.814693380913619","0.6376584022038568"
"original","glcm","JointEntropy","1.3423115290019583","1.0753419939614857","1.6071029191321324","1.7400814844497083","1.4951261684158195","1.5230836474716936","1.59232368836479","1.1371902928201247","1.0276098736188466","1.4960644152433684","1.760163504689378","1.7973842716285406","0.6116465382047128","-3.203426503814917e-16","0.24219280948873578","1.4855326190924207","1.7996304768329547","0.5099604406191989","0.9050562613681746"
"original","glcm","MCC","0.3181723026356694","0.12262796298870166","0.12575264896811103","0.11946471419082703","0.15428789387210512","0.18042783717286487","0.15103566629374868","0.22952324160186413","0.3740293040293038","0.2165669802103826","0.28188313424942335","0.23134233797952836","0.10185495749669873","1","0.04444444444444434","0.24918046066923055","0.21110540200686106","0.1520914982453439","0.4203703703703681"
"original","glcm","MaximumProbability","0.6623170748438668","0.7811731060960662","0.5756747808519826","0.5136406606457166","0.6253893930408937","0.6473634385904506","0.5484644573711882","0.6682162361125776","0.65","0.6339694244730183","0.5152124794560341","0.48813015003027715","0.8665253549868935","1.0","0.93","0.6423367811507181","0.44275685734664666","0.8826312576312577","0.7474747474747475"
"original","glcm","SumAverage","3.6775006766671448","3.7709046587190427","3.494811968907574","3.4043385124837666","3.5566091374055984","3.62239865620001","3.495086441799927","2.427197365642488","2.4625","3.549893645542298","3.3464720781715305","3.3215204763073283","3.8622518507133887","2.0","3.9299999999999997","3.546928722236395","3.3172109061416326","3.855921855921856","3.6474747474747478"
"original","glcm","SumEntropy","1.0356002637648543","0.877998959984718","1.2636405119285241","1.363024293257375","1.1892958170920098","1.1999513374091397","1.1941661613072398","0.8174867973544343","0.5901098736188469","1.2141096186471076","1.4441163854299162","1.4521240953817665","0.4824453974651108","-3.203426503814917e-16","0.17219280948873583","1.223277459157463","1.3679332853846151","0.4193010999598583","0.7525310088429222"
"original","glcm","SumSquares","0.15676753050529582","0.1067572509417656","0.1881397227715713","0.20903334413338615","0.17228410163658042","0.16903015999970517","0.18784710348136657","0.14468714414182904","0.14978298611111113","0.17435592866438976","0.21990832116803058","0.22398305935191454","0.06103984485863824","0.0","0.027750000000000004","0.1750574577940491","0.2243957554467297","0.059032471606876365","0.12358891949801042"
"original","gldm","DependenceEntropy","3.5986633159703922","4.4086905482946115","4.48800316088597","4.73028499787811","4.304870968033449","4.612828741215259","3.882856063692042","3.72183326036136","2.6391004631865496","4.9925406481837635","5.2693677536844845","5.093567649982157","3.5192475629608033","0.970950594454668","2.660129752633254","5.102900253639301","4.672219573430786","3.2361862832554085","2.744732287708801"
"original","gldm","DependenceNonUniformity","4.782608695652174","18.172185430463575","24.945205479452056","42.589595375722546","19.647773279352226","31.54290718038529","6.1875","9.736842105263158","10.947368421052632","21.20824295010846","26.625","18.30791788856305","3.125","2.6","3.3529411764705883","8.980295566502463","11.7375","2.9130434782608696","5.758620689655173"
"original","gldm","DependenceNonUniformityNormalized","0.10396975425330812","0.06017279943862111","0.06834302871082755","0.061545658057402516","0.07954564080709403","0.055241518704702786","0.0966796875","0.1281163434903047","0.2880886426592798","0.04600486540153679","0.04894301470588235","0.053688908764114515","0.09765625","0.52","0.1972318339100346","0.04423790919459342","0.073359375","0.1266540642722117","0.1985731272294887"
"original","gldm","DependenceVariance","7.434782608695651","25.652822244638394","16.500536686057423","20.209128270239574","13.072858102902853","25.889909551252757","14.6708984375","4.772853185595567","1.5152354570637119","37.43331717806711","32.798537521626294","28.284569276150016","12.0","0.24000000000000002","3.8685121107266434","44.401805430852484","16.75234375","9.013232514177695","2.0760998810939357"
"original","gldm","GrayLevelNonUniformity","31.17391304347826","230.86754966887418","224.45205479452054","402.64739884393066","164.89473684210526","386.14535901926445","40.0","44.73684210526316","23.263157894736842","289.3817787418655","305.88235294117646","189.22287390029325","26.5625","5.0","15.117647058823529","124.67487684729063","89.1125","16.391304347826086","20.724137931034484"
"original","gldm","GrayLevelVariance","0.17249527410207938","0.11908468926801458","0.19253143178832802","0.2090697985231715","0.16620498614958448","0.16496084848224607","0.1875","0.2056786703601108","0.19390581717451522","0.18613689941229336","0.2188581314878893","0.2225471057180451","0.0849609375","0.0","0.05536332179930796","0.1929190225436191","0.22152343749999998","0.14366729678638943","0.1426872770511296"
"original","gldm","HighGrayLevelEmphasis","3.5869565217391304","3.619205298013245","3.219178082191781","3.106936416184971","3.3684210526315788","3.4378283712784588","3.25","1.868421052631579","1.7894736842105263","3.2581344902386116","3.0294117647058822","2.997067448680352","3.71875","1.0","3.823529411764706","3.2167487684729066","3.00625","3.4782608695652173","3.4827586206896552"
"original","gldm","LargeDependenceEmphasis","43.43478260869565","145.49006622516555","99.68493150684931","130.03468208092485","77.0080971659919","172.7197898423818","75.21875","27.210526315789473","5.947368421052632","222.35791757049893","233.25","185.158357771261","68.25","7.0","27.705882352941178","224.5960591133005","92.225","55.608695652173914","15.689655172413794"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","169.2826086956522","576.9304635761589","374.36986301369865","472.12138728323697","290.7611336032389","669.3012259194396","290.375","41.81578947368421","7.2105263157894735","842.8633405639913","788.0625","629.8533724340176","272.15625","7.0","110.6470588235294","843.8374384236453","320.50625","217.47826086956522","60.793103448275865"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","11.996980676328501","37.63364606328182","31.013698630136986","44.51300578034682","23.56983805668016","48.591943957968475","21.4296875","23.55921052631579","5.631578947368421","67.23156182212581","94.546875","73.98460410557185","17.2734375","7.0","6.970588235294118","69.78571428571429","35.1546875","15.141304347826088","4.413793103448276"
"original","gldm","LowGrayLevelEmphasis","0.3774154589371981","0.34887785136129507","0.4452054794520548","0.47326589595375723","0.40789473684210525","0.3963806187974314","0.4375","0.7828947368421053","0.8026315789473685","0.43546637744034705","0.49264705882352944","0.500733137829912","0.3203125","1.0","0.29411764705882354","0.4458128078817734","0.4984375","0.3804347826086957","0.3793103448275862"
"original","gldm","SmallDependenceEmphasis","0.09235080121367295","0.03740144552688353","0.033473390964252774","0.02455710795557721","0.06287180089637348","0.022969399165605024","0.0462786193414338","0.1446912751455358","0.49794590643274855","0.023276671312794754","0.01853583451546403","0.01308423994501485","0.09939010687256582","0.16666666666666666","0.11390372815792985","0.03726703306344446","0.045668656799307636","0.050571590149747506","0.15997126436781609"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","0.3444937845648367","0.09462656194264696","0.07075722598853039","0.048655997294193266","0.1525599384599205","0.06511050059859297","0.11243218569906856","0.43146691961384936","1.1689985380116958","0.04069499275151931","0.048742673146928664","0.03428298769088247","0.2569354274902633","0.16666666666666666","0.2791443243964252","0.05792895366777576","0.0973935741653658","0.1325399837873958","0.36977011494252876"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.053469644747862685","0.026774342287548998","0.024152432208183375","0.0185323856209232","0.04044976650548671","0.015352979615881097","0.02974022775202512","0.0729973640284574","0.33018274853801166","0.018922090953113615","0.01098412485759787","0.007784553008547944","0.06000377671814146","0.16666666666666666","0.072593579098306","0.032101552912361636","0.03273742745779308","0.030079491740335428","0.10752155172413794"
"original","glrlm","GrayLevelNonUniformity","23.719398341113852","126.83539144508198","142.48878815415927","235.8777714306637","113.27735554378022","190.95152304830523","27.347883097587367","36.91067311674378","21.569103489169283","127.36789758518447","139.72743660424612","99.10669104249588","18.876970882448948","4.0","11.848236763236764","56.193807592653755","60.01039578661068","12.010866764814132","16.576337487001254"
"original","glrlm","GrayLevelNonUniformityNormalized","0.6346136717166826","0.6665461654510948","0.5658301379004527","0.5350947629161797","0.6234895719461032","0.5787369097944686","0.5757295214282485","0.5743873697429364","0.6003696070572184","0.5348819595050035","0.5193497582642504","0.5213981866470527","0.7836025751057583","1.0","0.8629214569493666","0.5291193968169405","0.5326328231418374","0.6698501126022269","0.6790540240698038"
"original","glrlm","GrayLevelVariance","0.19987123491147038","0.1706872661377596","0.21708493104977367","0.23245261854191013","0.18825521402694842","0.21887104498947568","0.21213523928587572","0.21280631512853185","0.1998151964713908","0.23255902024749825","0.24032512086787472","0.2393009066764737","0.10819871244712087","0.0","0.06853927152531672","0.23544030159152968","0.23368358842908135","0.16507494369888656","0.16047298796509812"
"original","glrlm","HighGrayLevelRunEmphasis","3.529896901043512","3.406585055824375","3.0408886899842895","2.89255331980206","3.2424251495827465","3.1833091035418875","3.078416025780761","1.9227031410043252","1.8288030233753918","2.893003501461233","2.7897325930701546","2.802805491270379","3.6288222510832173","1.0","3.7776448551448545","2.8547669231290658","2.880047818905026","3.371005091399828","3.3876981691043024"
"original","glrlm","LongRunEmphasis","1.9962910022943694","5.41901485064346","3.2763551530283332","3.6802952849466974","2.929005511931195","5.431097586551352","2.398930415719869","1.9585695522797542","1.1966926504426503","6.3448820510232995","6.32674861897917","4.860494517937742","2.335089765682937","1.75","1.860270562770563","5.626996264173452","2.8408794664155765","2.328499570604834","1.9621848125215"
"original","glrlm","LongRunHighGrayLevelEmphasis","7.339007234167315","20.773620088276843","11.25759535597653","12.416705686427768","10.430090707892365","20.039938875134716","8.329953341508912","3.53276260124027","2.0536206738180423","22.73806835001964","20.669590571816453","15.701958300202499","8.925912083045734","1.75","7.218727106227107","19.944093516371822","8.997980838236465","8.39045209176788","7.135560226207845"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.6915351991589429","1.5869068416690237","1.281045102291284","1.4961926845764293","1.0537342129409024","1.7907181978290105","0.916174684272609","1.5650212900396252","0.9824606445988027","2.246585476274216","2.741038130769849","2.1501285723715524","0.6873841863422376","1.75","0.5206564269064269","2.0477219511238585","1.301604123460354","0.8130114403140719","0.6688409590999134"
"original","glrlm","LowGrayLevelRunEmphasis","0.39844902957193157","0.40489703647781616","0.48977782750392784","0.5268616700494849","0.43939371260431326","0.4645711980050085","0.4803959935548096","0.7693242147489187","0.792799244156152","0.5267491246346917","0.5525668517324613","0.5492986271824052","0.3427944372291956","1.0","0.30558878621378616","0.5363082692177336","0.5299880452737435","0.40724872715004296","0.4030754577239244"
"original","glrlm","RunEntropy","1.6278069736337857","2.1578028797829547","2.113096162159532","2.360190373723568","1.895083603743649","2.498687869432146","1.8587997389855673","1.5060020732161705","1.1076792308597692","2.6820911556039637","2.902379725765454","2.63189457484417","1.4519747970749344","0.8112781244591322","1.104844873968716","2.5872452334863087","2.1219884178091446","1.5309053138384365","1.3054762933486828"
